cast,genres,movie_id,original_title,plot
"['Ashok Kumar', 'Waheeda Rehman', 'Pradeep Kumar']","['Drama', 'Family']",tt0156922,Rakhi, Orphaned at a very young age  Raju and Radha are very close to each other. Radha takes care of the house  sells milk  paints dolls  etc. while Raju works in a mill. When the mill workers' ...                    
"['Kishore Kumar', 'Vyjayanthimala', 'Jeevan']","['Drama', 'Family', 'Musical']",tt0056394,Rungoli, Circa 1953 Sewakram lives a middle-classed lifestyle in Bombay  India  along with his wife  Subhagi  daughter  Nirmala  and son  Lattoo  and works in the Flora Fountain branch of the United...                    
"['Balraj Sahni', 'Saira Banu', 'Manoj Kumar']","['Action', 'Comedy', 'Drama']",tt0234700,Shaadi, The life of an impoverished male undergoes drastic changes after he gets his siblings married.
"['Dharmendra', 'Nutan', 'K.N. Singh']","['Drama', 'Family']",tt0155195,Soorat Aur Seerat, Add a Plot »
"['Kishore Kumar', 'Kalpana', 'Om Prakash']",['Comedy'],tt0268489,Naughty Boy, Pritam works as a Book-keeper in an Export Import Firm and does not have a roof to live under. When he goes to search for accommodation  he runs into a friend  Jagdish  who takes him to a ...                    
"['Dilip Kumar', 'Vyjayanthimala', 'Nasir Khan']","['Action', 'Drama', 'Musical']",tt0054910,Gunga Jumna, Widowed Govindi lives a poor lifestyle in Haripur along with two sons  Gungaram and Jumna. While Jumna is studious  Gungaram is the opposite  but has a good heart and decides to use his ...                    
"['Rajendra Kumar', 'Raaj Kumar', 'Bipin Gupta']","['Comedy', 'Drama', 'Family']",tt0146791,Gharana, A mother and daughter create bitterness  hatred  acrimony and discord in a wealthy family.
"['Shammi Kapoor', 'Saira Banu', 'Shashikala']","['Comedy', 'Drama', 'Musical']",tt0055035,Junglee, A humorless and pompous businessman goes wild when he falls in love. Now if only his domineering mother could understand his new lease on life.
"['Ajit', 'Shakila', 'Nisar Ahmad Ansari']","['Action', 'Drama', 'Horror']",tt0155286,Tower House, Mystery surrounds the ruins of an old tower house  where at select nights  a woman comes out wailing a song  amidst people committing suicide by throwing themselves off the tower. The ...                    
"['Vyjayanthimala', 'Rajendra Kumar', 'Raj Mehra']","['Drama', 'Family']",tt0053566,Aas Ka Panchhi," Rajan ""Raju"" Khanna lives with his elderly father  Nihalchand  mom  and a younger sister. He studies Arts in college  and has a sweetheart in fellow-collegian  Neena Bakshi. When Rajan ...                    "
"['Dev Anand', 'Asha Parekh', 'Sulochana Latkar']","['Comedy', 'Drama', 'Musical']",tt0230348,Jab Pyar Kisise Hota Hai, Nisha lives a very wealthy lifestyle in Neelgaon  India  with her businessman dad  Sardar Roop Singh. She is now of marriageable age  and her dad wants her to marry his friend's son  Sohan ...                    
"['Dev Anand', 'Asha Parekh', 'Sulochana Latkar']","['Comedy', 'Drama', 'Musical']",tt0230348,Jab Pyar Kisise Hota Hai, Nisha lives a very wealthy lifestyle in Neelgaon  India  with her businessman dad  Sardar Roop Singh. She is now of marriageable age  and her dad wants her to marry his friend's son  Sohan ...                    
"['Rajendra Kumar', 'Saroja Devi B.', 'Mehmood']","['Action', 'Comedy', 'Drama']",tt0246916,Sasural, Shekhar lives a poor lifestyle along with his maternal uncle  Dharamdas; his aunt; a cousin  Sita - who is separated from her husband  Mahesh; and also has a sister  Gauri  who had eloped ...                    
"['Rajendra Kumar', 'Saroja Devi B.', 'Mehmood']","['Action', 'Comedy', 'Drama']",tt0246916,Sasural, Shekhar lives a poor lifestyle along with his maternal uncle  Dharamdas; his aunt; a cousin  Sita - who is separated from her husband  Mahesh; and also has a sister  Gauri  who had eloped ...                    
"['Dev Anand', 'Nanda', 'Sadhana']","['Drama', 'Musical', 'Romance']",tt0225961,Hum Dono, When an army officer is presumed dead in battle  his lookalike is tasked with breaking the news to his family. However  circumstances force him to impersonate the dead man.
"['Shammi Kapoor', 'Shakila', 'Helen']","['Comedy', 'Crime', 'Romance']",tt0268220,China Town, A Darjeeling-based singer is asked to impersonate and take over the life of a Calcutta-based China Town gangster.
"['Meena Kumari', 'Guru Dutt', 'Rehman']","['Drama', 'Musical']",tt0056436,Sahib Bibi Aur Ghulam, A lowly servant  Bhootnath gets close to the wife of his employer  and narrates her story through his eyes and perspective.
"['Shammi Kapoor', 'Madhubala', 'Nishi']","['Drama', 'Romance']",tt0135168,Boy Friend, A young lad  separated at a young age from his parents takes on the life of petty crime and ends up in jail. On his release he comes across a friend in a train  and at the friend's request ...                    
"['Balraj Sahni', 'Meena Kumari', 'Sailesh Kumar']","['Drama', 'Family']",tt0138323,Bhabhi Ki Chudiyan, Geeta (Meena Kumari) is married to Shyam (Balraj Sahni) but is unable to bear children. She also looks after her younger brother-in-law  Mohan (Sailesh Kumar). Their happy family gets an ...                    
"['Balraj Sahni', 'Baby Sonu', 'Usha Kiran']",['Drama'],tt0055039,Kabuliwala, A poor Afghani leaves his family behind to earn a living as a dried fruit vendor in India. Profoundly homesick  he befriends a young girl who reminds him of his own daughter. Meanwhile  the locals are distrustful of all foreigners.
"['Dhumal', 'Jeevan Kala', 'Ruby Mayer']","['Drama', 'Family']",tt0055444,Shola Aur Shabnam, Shola aur Shabnam explores the story of childhood love  loss and reunion. Ravi and Sandhya are thick friends. Sandhya belongs to an affluent family whereas Raviâ€TMs family is poor. ...                    
"['Rajendra Kumar', 'Nalini Jaywant', 'Nanda']",['Drama'],tt0379167,Amar Rahe Ye Pyar, After her husband passes away  a woman adopts an abandoned baby  but the mother shows up years later to claim her child.
"['Sunil Dutt', 'Asha Parekh', 'Nirupa Roy']","['Drama', 'Romance']",tt0054737,Chhaya, Young and attractive Sarita Choudhary lives a wealthy lifestyle with her widowed dad  Jagatnarayan in a palatial house with her aunt  Rukmani; cousin  Lalli  and a maid-servant  Manorama ...                    
"['Mala Sinha', 'Shashi Kapoor', 'Rehman']",['Drama'],tt0158585,Dharmputra, Circa British Rule in India is the tale of two Delhi families  that of Nawab Badruddin and Gulshan Rai. The two families are so close that they virtually share the same house. The Nawab's ...                    
"['Ashok Sharma', 'Tanuja', 'Anand Kumar']","['Drama', 'Family']",tt0415024,Hamari Yaad Aayegi, Add a Plot »
"['Kishore Kumar', 'Madhubala', 'Chanchal']","['Comedy', 'Drama', 'Musical']",tt0130803,Jhumroo, Anjana lives a wealthy lifestyle with her dad  Dwarka Nath  in a hilly region in India. When she returns home after several years  she finds that her dad has become more strict and a ...                    
"['Dev Anand', 'Mala Sinha', 'Lalita Pawar']","['Drama', 'Romance']",tt0232066,Maya, Disillusioned with his wealthy friends  a male goes to live in the slums and falls in love with a burglar's sister.
"['Lalita Pawar', 'David Abraham', 'Tanuja']","['Comedy', 'Drama']",tt0055164,Mem-Didi, In a small village two tough  but good-hearted men preside over the day to day lives of the inhabitants  namely Bahadur Singh (David) and Sher Khan (Jayant). One of the rooms is soon going ...                    
"['Geeta Bali', 'I.S. Johar', 'Helen']","['Comedy', 'Crime', 'Drama']",tt0482800,Mr. India, A naive unemployed youth is mistaken for a look-alike gangster.
"['Raj Kapoor', 'Vyjayanthimala', 'Usha Kiran']","['Comedy', 'Drama', 'Romance']",tt0055220,Nazrana, Geeta lives a poor lifestyle near Charni Road  Bombay  along with her widowed mom  and a younger collegian sister  Vasanti. The family is dependent on Geeta  who uses a sewing machine to ...                    
"['Saroja Devi B.', 'Ajit', 'K.N. Singh']","['Action', 'Crime', 'Drama']",tt0269665,Opera House, A lover follows his sweetheart to her hometown and becomes embroiled in a murder mystery.
"['Dev Anand', 'Waheeda Rehman', 'Hiralal']",['Romance'],tt0055385,Roop Ki Rani Choron Ka Raja, A pilgrimage to Shiv-sagar is a pious dream for almost the entire country. People from all over India make this pilgrimage. On one such voyage a steamer was carrying diverse people  people ...                    See full synopsis »
"['Mahipal', 'Anita Guha', 'Sulochana Latkar']","['Action', 'Adventure', 'Drama']",tt0242840,Sampoorna Ramayana, This is the story of Lord Ram and his years spent in exile with his wife and brother  and also chronicles the end of the demon king Ravan and his family.
"['Mahipal', 'Shyama', 'Manher Desai']","['Action', 'Adventure', 'Comedy']",tt0372038,Zabak, Disgraced and exiled for falling in love with a wealthy woman  a healer is forced to become a bandit.
"['Madhubala', 'Bharat Bhushan', 'Shyama']","['Drama', 'Musical', 'Romance']",tt0053637,Barsaat Ki Raat, Amidst fierce Qawali competitions  a poor poet/singer  Aman Hyderabadi  falls in love with Shabnam  the daughter of Police Commissioner Khan Bahadur. After Aman is humiliated by Bahadur  ...                    
"['Waheeda Rehman', 'Guru Dutt', 'Rehman']","['Musical', 'Romance']",tt0053706,Chaudhvin Ka Chand, The setting is the city of Lucknow in northern India  where Islamic culture flourished. Two of the three best friends who live in this city have fallen in love with the same woman named ...                    
"['Anil Chatterjee', 'Chandana Banerjee', 'Nripati Chatterjee']","['Comedy', 'Drama']",tt0055508,Teen Kanya, Based on popular Indian stories of the great writer Rabindranath Tagore  these short films reveal definitive moments in the lives of three young girls.
"['Dilip Kumar', 'Meena Kumari', '']","['Action', 'Adventure', 'Comedy']",tt0053999,Kohinoor, After the passing of Maharaj Dhiraj Rana Chandrabhan of Kailash Nagar  the Senapati  Veer Singh  crowns Rajkumar Dhivendra Pratap Bahadur Chandrabhan as the next King. Veer's wife  who has ...                    
"['Raaj Kumar', 'Meena Kumari', 'Nadira']","['Musical', 'Romance']",tt0053767,Dil Apna Aur Preet Parai, A dedicated surgeon is obligated to marry the daughter of a family friend  but his heart belongs to the nurse who works tirelessly by his side.
"['Raaj Kumar', 'Meena Kumari', 'Nadira']","['Musical', 'Romance']",tt0053767,Dil Apna Aur Preet Parai, A dedicated surgeon is obligated to marry the daughter of a family friend  but his heart belongs to the nurse who works tirelessly by his side.
"['Raj Kapoor', 'Padmini', 'Pran']","['Drama', 'Musical', 'Romance']",tt0053965,Jis Desh Men Ganga Behti Hai, A simple-minded small-time singer joins a group of bandits and becomes the cause for their moral transformation and turnaround.
"['Raj Kapoor', 'Padmini', 'Pran']","['Drama', 'Musical', 'Romance']",tt0053965,Jis Desh Men Ganga Behti Hai, A simple-minded small-time singer joins a group of bandits and becomes the cause for their moral transformation and turnaround.
"['Rajendra Kumar', 'Ashok Kumar', 'Nanda']","['Crime', 'Drama', 'Mystery']",tt0053985,Kanoon, A lawyer holds the eyewitness evidence to catch a killer  but the identified criminal is the lawyer's own mentor  prospective father-in-law  and also the judge who presides over the case.
"['Pradeep Kumar', 'Bina Rai', 'Bharat Bhushan']","['Drama', 'Family']",tt0146794,Ghunghat, Add a Plot »
"['Dev Anand', 'Waheeda Rehman', 'Nanda']","['Crime', 'Drama', 'Musical']",tt0053980,Kala Bazar, A man sells movie tickets on the black market  but starts to have a change of heart after he falls in love.
"['Balraj Sahni', 'Leela Naidu', 'Abhi Bhattacharya']",['Drama'],tt0137362,Anuradha, A lonely housewife  who gave up her promising singing career to marry an idealistic village-doctor  begins to regret her decision.
"['Kishore Kumar', 'Mala Sinha', 'I.S. Johar']",['Musical'],tt0231254,Bewaqoof, In his quest for a heir  Rai Bahadur has an affair with a prostitute Meher. When Meher becomes pregnant he promises to take the child and educate him. But fate has other plans  for his wife...                    
"['Joy Mukherjee', 'Sadhana', 'Azra']","['Comedy', 'Drama', 'Family']",tt0318405,Love in Simla, After the untimely death of her father and step-mother  Sonia is orphaned and lives with her aunt and paternal uncle (Mrs. and General Rajpal Singh). Sonia is plain-looking as her real ...                    
"['Raj Kapoor', 'Nutan', 'Pran']","['Musical', 'Romance']",tt0053708,Chhalia, The tragic-comic story of Chhalia  a naive  simple-minded young man who comes to the city and witnesses the harsh side of life; and falls in love with a young woman named Shanti  only to ...                    
"['Shammi Kapoor', 'Om Prakash', 'Raj Mehra']","['Drama', 'Romance']",tt0053728,College Girl, Add a Plot »
"['Dev Anand', 'Suchitra Sen', 'Jeevan']","['Drama', 'Musical', 'Romance']",tt0053629,Bombai Ka Babu, Babu and Malik are two inseparable friends who live in a small town in India. One day they decide to play a prank and steal something. They get caught  while Malik's dad come to bail out ...                    
"['Balraj Sahni', 'Kumkum', 'Sushil']","['Drama', 'Romance']",tt0302479,Dil Bhi Tera Hum Bhi Tere, Panchu Kumtekar lives a near-destitute lifestyle in Bombay along with his school-going brother  Shiri. He makes a living as a con-man  gambling and picking pockets with the assistant of ...                    
"['Padmini', 'Balraj Sahni', 'Jagdeep']",['Drama'],tt0233345,Bindya, After the passing of their parents  Devraj lives with his much younger brother  Ramu  in a small town in India. He gets married to Bindya  who moves in along with her mom  and brother  Raju...                    
"['Dev Anand', 'Tarla Mehta', 'Sharda']","['Drama', 'Family']",tt0274481,Ek Ke Baad Ek, Collegian Prakash lives a middle-class lifestyle in a small town along with his brother  Mangal  and Mangal's wife  Laxmi  at a time when India is struggling with a population boom that is ...                    
"['Sunil Dutt', 'Waheeda Rehman', 'Johnny Walker']","['Comedy', 'Drama', 'Romance']",tt0053791,Ek Phool Char Kaante, To wed his sweetheart  a man must try and prove himself to her eccentric paternal uncles.
